Headline_ID,Ticker,Headline,Sentiment_Score,Daily_Return_Pct,Market_Movement
1626,GOOGL,GOOGL misses Q3 earnings estimates amid rising operational costs.,-0.6256,0.15,0
1627,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.6606,-1.98,0
1628,ETH,"ETH secures major enterprise partnership, expanding market dominance.",0.725,2.3,1
1629,TSLA,Market analysts maintain neutral rating on TSLA ahead of earnings.,0.0005,0.34,0
1630,TSLA,"TSLA faces supply chain bottlenecks, lowering annual guidance.",-0.5732,-2.15,0
1631,AMZN,Analyst downgrade for AMZN citing margin compression and slow growth.,-0.8379,-2.98,0
1632,MSFT,MSFT reports record quarterly revenue exceeding Wall Street expectations.,0.911,3.0,1
1633,MSFT,Decreased consumer demand hits MSFT quarterly profit margins.,-0.5867,-2.64,0
1634,TSLA,Analysts raise price target for TSLA following strong demand metrics.,0.7565,1.63,1
1635,TSLA,TSLA announces strategic acquisition to boost AI infrastructure.,0.9167,4.32,1
1636,META,Analysts raise price target for META following strong demand metrics.,0.8212,3.79,1
1637,BTC,BTC holds steady as investors await upcoming inflation report.,0.1324,0.44,1
1638,AAPL,"AAPL launches groundbreaking AI product line, driving analyst upgrades.",0.418,1.25,1
1639,ETH,"Regulatory scrutiny intensifies for ETH, causing stock slump.",-0.6007,-2.03,0
1640,META,"META launches groundbreaking AI product line, driving analyst upgrades.",0.6601,1.16,1
1641,NVDA,"NVDA secures major enterprise partnership, expanding market dominance.",0.6798,1.73,1
1642,META,Institutional investors surge buying in META after bullish earnings call.,0.9053,3.52,1
1643,AMZN,Strong subscriber growth drives AMZN shares to new 52-week high.,0.7675,1.98,1
1644,TSLA,"TSLA launches groundbreaking AI product line, driving analyst upgrades.",0.7723,2.63,1
1645,GOOGL,"GOOGL launches groundbreaking AI product line, driving analyst upgrades.",0.6204,2.86,1
1646,AMZN,"AMZN launches groundbreaking AI product line, driving analyst upgrades.",0.8697,4.45,1
1647,AAPL,AAPL reports record quarterly revenue exceeding Wall Street expectations.,0.4429,1.38,1
1648,GOOGL,Decreased consumer demand hits GOOGL quarterly profit margins.,-0.5419,-1.68,0
1649,AAPL,"AAPL secures major enterprise partnership, expanding market dominance.",0.9118,3.75,1
1650,AMZN,Decreased consumer demand hits AMZN quarterly profit margins.,-0.8369,-2.88,0
1651,GOOGL,GOOGL schedules upcoming annual shareholder meeting for next month.,-0.0006,0.58,1
1652,MSFT,MSFT announces routine board member appointment.,0.1084,0.12,1
1653,ETH,Analysts raise price target for ETH following strong demand metrics.,0.7037,3.72,1
1654,TSLA,Inflation fears and macro headwinds pressure TSLA valuations lower.,-0.5576,-0.92,0
1655,MSFT,MSFT announces routine board member appointment.,-0.1459,-1.07,0
1656,TSLA,Institutional investors surge buying in TSLA after bullish earnings call.,0.6049,1.42,1
1657,AAPL,"Regulatory scrutiny intensifies for AAPL, causing stock slump.",-0.7267,-1.93,0
1658,NVDA,"NVDA reports cybersecurity breach, prompting investor selloff.",-0.6234,-2.45,0
1659,NVDA,NVDA misses Q3 earnings estimates amid rising operational costs.,-0.798,-3.11,0
1660,GOOGL,"GOOGL reports cybersecurity breach, prompting investor selloff.",-0.7887,-1.58,0
1661,AAPL,AAPL schedules upcoming annual shareholder meeting for next month.,-0.1395,0.31,1
1662,GOOGL,"GOOGL secures major enterprise partnership, expanding market dominance.",0.671,2.16,1
1663,MSFT,"Regulatory scrutiny intensifies for MSFT, causing stock slump.",-0.4552,-1.98,0
1664,ETH,Strong subscriber growth drives ETH shares to new 52-week high.,0.6516,0.86,1
1665,GOOGL,"GOOGL secures major enterprise partnership, expanding market dominance.",0.4132,1.05,1
1666,TSLA,Strong subscriber growth drives TSLA shares to new 52-week high.,0.4457,2.71,1
1667,MSFT,Analyst downgrade for MSFT citing margin compression and slow growth.,-0.5515,-1.82,0
1668,AMZN,"AMZN secures major enterprise partnership, expanding market dominance.",0.5235,1.96,1
1669,AMZN,Market analysts maintain neutral rating on AMZN ahead of earnings.,0.0045,-1.07,1
1670,AMZN,AMZN trades sideways amidst broader market consolidation.,-0.0577,-1.26,1
1671,MSFT,"MSFT launches groundbreaking AI product line, driving analyst upgrades.",0.5741,1.29,1
1672,AAPL,AAPL reports record quarterly revenue exceeding Wall Street expectations.,0.3966,0.77,1
1673,NVDA,NVDA reports record quarterly revenue exceeding Wall Street expectations.,0.8653,3.77,1
1674,META,Decreased consumer demand hits META quarterly profit margins.,-0.6865,-2.02,0
1675,GOOGL,GOOGL announces strategic acquisition to boost AI infrastructure.,0.7542,3.08,1
1676,META,META announces strategic acquisition to boost AI infrastructure.,0.3512,0.49,1
1677,TSLA,Analyst downgrade for TSLA citing margin compression and slow growth.,-0.641,-2.47,0
1678,NVDA,NVDA reports record quarterly revenue exceeding Wall Street expectations.,0.4771,2.01,1
1679,META,Strong subscriber growth drives META shares to new 52-week high.,0.5106,2.75,1
1680,BTC,BTC shares plummet following unexpected CEO departure and audit concerns.,-0.7012,-3.09,0
1681,AAPL,Analysts raise price target for AAPL following strong demand metrics.,0.7574,3.84,1
1682,TSLA,Institutional investors surge buying in TSLA after bullish earnings call.,0.8723,2.64,1
1683,TSLA,TSLA announces strategic acquisition to boost AI infrastructure.,0.4192,0.73,1
1684,META,"META launches groundbreaking AI product line, driving analyst upgrades.",0.6574,2.51,1
1685,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.8274,-5.04,0
1686,AAPL,"AAPL faces supply chain bottlenecks, lowering annual guidance.",-0.9086,-2.97,0
1687,NVDA,NVDA shares plummet following unexpected CEO departure and audit concerns.,-0.8169,-2.35,0
1688,GOOGL,Inflation fears and macro headwinds pressure GOOGL valuations lower.,-0.4984,-1.46,0
1689,ETH,ETH schedules upcoming annual shareholder meeting for next month.,-0.0045,-0.21,0
1690,NVDA,NVDA misses Q3 earnings estimates amid rising operational costs.,-0.4205,-0.33,0
1691,NVDA,Strong subscriber growth drives NVDA shares to new 52-week high.,0.5827,1.82,1
1692,ETH,"ETH reports cybersecurity breach, prompting investor selloff.",-0.9101,-2.43,0
1693,ETH,ETH holds steady as investors await upcoming inflation report.,-0.0374,-1.63,1
1694,NVDA,Strong subscriber growth drives NVDA shares to new 52-week high.,0.5735,2.5,1
1695,META,Analysts raise price target for META following strong demand metrics.,0.5717,1.9,1
1696,TSLA,TSLA misses Q3 earnings estimates amid rising operational costs.,-0.7261,-2.86,0
1697,TSLA,"TSLA reports cybersecurity breach, prompting investor selloff.",-0.9208,-4.55,0
1698,MSFT,Decreased consumer demand hits MSFT quarterly profit margins.,-0.4682,-0.18,0
1699,AMZN,Institutional investors surge buying in AMZN after bullish earnings call.,0.4743,1.02,1
1700,ETH,Strong subscriber growth drives ETH shares to new 52-week high.,0.8,4.01,1
1701,AAPL,AAPL announces strategic acquisition to boost AI infrastructure.,0.7083,3.11,1
1702,MSFT,Decreased consumer demand hits MSFT quarterly profit margins.,-0.8561,-2.75,0
1703,GOOGL,"Federal Reserve signals rate cut interest, sparking market rally in GOOGL.",0.5383,1.28,1
1704,AAPL,"Regulatory scrutiny intensifies for AAPL, causing stock slump.",-0.7203,-3.07,0
1705,META,Inflation fears and macro headwinds pressure META valuations lower.,-0.6913,-1.12,0
1706,NVDA,NVDA trades sideways amidst broader market consolidation.,-0.0526,1.75,0
1707,MSFT,MSFT shares plummet following unexpected CEO departure and audit concerns.,-0.5572,-1.46,0
1708,META,META announces routine board member appointment.,0.0821,0.71,1
1709,AAPL,AAPL reports record quarterly revenue exceeding Wall Street expectations.,0.6284,1.75,1
1710,NVDA,Analyst downgrade for NVDA citing margin compression and slow growth.,-0.9266,-4.49,0
1711,TSLA,TSLA misses Q3 earnings estimates amid rising operational costs.,-0.4112,-1.7,0
1712,META,META holds steady as investors await upcoming inflation report.,0.1035,0.95,0
1713,GOOGL,Decreased consumer demand hits GOOGL quarterly profit margins.,-0.893,-2.52,0
1714,NVDA,Market analysts maintain neutral rating on NVDA ahead of earnings.,0.0213,0.56,0
1715,AAPL,Market analysts maintain neutral rating on AAPL ahead of earnings.,-0.0419,-1.6,1
1716,MSFT,Strong subscriber growth drives MSFT shares to new 52-week high.,0.3603,1.77,1
1717,BTC,Inflation fears and macro headwinds pressure BTC valuations lower.,-0.7646,-2.65,0
1718,NVDA,NVDA trades sideways amidst broader market consolidation.,0.1093,-0.5,1
1719,ETH,Institutional investors surge buying in ETH after bullish earnings call.,0.804,4.23,1
1720,ETH,Analysts raise price target for ETH following strong demand metrics.,0.871,2.65,1
1721,TSLA,Institutional investors surge buying in TSLA after bullish earnings call.,0.7298,0.54,1
1722,TSLA,TSLA misses Q3 earnings estimates amid rising operational costs.,-0.6733,-3.44,0
1723,GOOGL,"GOOGL faces supply chain bottlenecks, lowering annual guidance.",-0.3805,-1.68,0
1724,GOOGL,GOOGL announces strategic acquisition to boost AI infrastructure.,0.905,4.01,1
1725,MSFT,Analysts raise price target for MSFT following strong demand metrics.,0.7683,1.64,1
1726,NVDA,"NVDA reports cybersecurity breach, prompting investor selloff.",-0.5904,-1.37,0
1727,BTC,Decreased consumer demand hits BTC quarterly profit margins.,-0.6022,-1.6,0
1728,TSLA,"Federal Reserve signals rate cut interest, sparking market rally in TSLA.",0.365,1.22,1
1729,BTC,Decreased consumer demand hits BTC quarterly profit margins.,-0.4039,-1.06,0
1730,TSLA,Decreased consumer demand hits TSLA quarterly profit margins.,-0.5645,-1.87,0
1731,GOOGL,Inflation fears and macro headwinds pressure GOOGL valuations lower.,-0.8931,-1.82,0
1732,BTC,BTC reports record quarterly revenue exceeding Wall Street expectations.,0.7141,3.1,1
1733,AMZN,Strong subscriber growth drives AMZN shares to new 52-week high.,0.7454,2.95,1
1734,BTC,Institutional investors surge buying in BTC after bullish earnings call.,0.83,2.63,1
1735,ETH,ETH announces routine board member appointment.,-0.0851,1.0,1
1736,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.5585,3.08,1
1737,MSFT,MSFT schedules upcoming annual shareholder meeting for next month.,0.0508,0.57,1
1738,TSLA,"TSLA secures major enterprise partnership, expanding market dominance.",0.4509,0.1,1
1739,AMZN,"Federal Reserve signals rate cut interest, sparking market rally in AMZN.",0.4106,1.23,1
1740,NVDA,NVDA schedules upcoming annual shareholder meeting for next month.,0.1403,0.3,0
1741,BTC,Analysts raise price target for BTC following strong demand metrics.,0.5458,1.1,1
1742,META,"META secures major enterprise partnership, expanding market dominance.",0.7544,2.03,1
1743,AMZN,Strong subscriber growth drives AMZN shares to new 52-week high.,0.8889,3.79,1
1744,MSFT,"Regulatory scrutiny intensifies for MSFT, causing stock slump.",-0.6467,-1.06,0
1745,BTC,Inflation fears and macro headwinds pressure BTC valuations lower.,-0.8455,-3.09,0
1746,ETH,ETH shares plummet following unexpected CEO departure and audit concerns.,-0.6988,-1.62,0
1747,ETH,ETH reports record quarterly revenue exceeding Wall Street expectations.,0.6946,3.33,1
1748,META,META misses Q3 earnings estimates amid rising operational costs.,-0.4909,-1.17,0
1749,BTC,Analysts raise price target for BTC following strong demand metrics.,0.6637,4.01,1
1750,GOOGL,"GOOGL reports cybersecurity breach, prompting investor selloff.",-0.8798,-3.39,0
1751,TSLA,TSLA announces strategic acquisition to boost AI infrastructure.,0.6224,1.79,1
1752,AAPL,Decreased consumer demand hits AAPL quarterly profit margins.,-0.6094,-1.86,0
1753,ETH,Decreased consumer demand hits ETH quarterly profit margins.,-0.5632,-1.73,0
1754,ETH,"ETH faces supply chain bottlenecks, lowering annual guidance.",-0.8653,-4.24,0
1755,GOOGL,GOOGL trades sideways amidst broader market consolidation.,-0.0664,0.12,0
1756,GOOGL,Decreased consumer demand hits GOOGL quarterly profit margins.,-0.368,-1.63,0
1757,BTC,Strong subscriber growth drives BTC shares to new 52-week high.,0.5747,1.59,1
1758,AAPL,AAPL shares plummet following unexpected CEO departure and audit concerns.,-0.4724,-0.7,0
1759,AMZN,AMZN misses Q3 earnings estimates amid rising operational costs.,-0.7984,-0.81,0
1760,GOOGL,GOOGL shares plummet following unexpected CEO departure and audit concerns.,-0.4276,0.32,0
1761,TSLA,"TSLA secures major enterprise partnership, expanding market dominance.",0.8002,2.69,1
1762,AAPL,"Federal Reserve signals rate cut interest, sparking market rally in AAPL.",0.9024,2.21,1
1763,META,"Federal Reserve signals rate cut interest, sparking market rally in META.",0.9047,3.51,1
1764,MSFT,MSFT misses Q3 earnings estimates amid rising operational costs.,-0.5285,-0.76,0
1765,META,"Regulatory scrutiny intensifies for META, causing stock slump.",-0.6422,-1.96,0
1766,TSLA,Strong subscriber growth drives TSLA shares to new 52-week high.,0.6354,2.36,1
1767,MSFT,Inflation fears and macro headwinds pressure MSFT valuations lower.,-0.7458,-0.68,0
1768,ETH,Analyst downgrade for ETH citing margin compression and slow growth.,-0.6492,-2.1,0
1769,META,Decreased consumer demand hits META quarterly profit margins.,-0.6193,-1.21,0
1770,AAPL,"AAPL faces supply chain bottlenecks, lowering annual guidance.",-0.6806,-2.56,0
1771,ETH,"ETH secures major enterprise partnership, expanding market dominance.",0.7848,2.95,1
1772,BTC,BTC announces routine board member appointment.,-0.0361,-0.84,1
1773,NVDA,"NVDA faces supply chain bottlenecks, lowering annual guidance.",-0.5591,-1.73,0
1774,MSFT,"MSFT reports cybersecurity breach, prompting investor selloff.",-0.3936,-2.52,0
1775,GOOGL,Institutional investors surge buying in GOOGL after bullish earnings call.,0.7997,2.13,1
1776,AAPL,Analysts raise price target for AAPL following strong demand metrics.,0.5255,1.73,1
1777,MSFT,Market analysts maintain neutral rating on MSFT ahead of earnings.,0.0411,-0.73,1
1778,TSLA,TSLA shares plummet following unexpected CEO departure and audit concerns.,-0.4191,-1.03,0
1779,AMZN,AMZN reports record quarterly revenue exceeding Wall Street expectations.,0.519,2.61,1
1780,META,Analysts raise price target for META following strong demand metrics.,0.5371,2.71,1
1781,NVDA,"Federal Reserve signals rate cut interest, sparking market rally in NVDA.",0.6157,1.5,1
1782,BTC,Analyst downgrade for BTC citing margin compression and slow growth.,-0.8386,-3.94,0
1783,TSLA,TSLA announces routine board member appointment.,-0.1005,-1.17,0
1784,META,META schedules upcoming annual shareholder meeting for next month.,0.124,1.19,0
1785,BTC,"Regulatory scrutiny intensifies for BTC, causing stock slump.",-0.4071,-2.48,0
1786,NVDA,NVDA trades sideways amidst broader market consolidation.,-0.1156,0.28,1
1787,AAPL,"AAPL secures major enterprise partnership, expanding market dominance.",0.869,3.71,1
1788,META,META announces routine board member appointment.,0.0772,-0.5,0
1789,META,Strong subscriber growth drives META shares to new 52-week high.,0.4644,1.2,1
1790,ETH,ETH announces routine board member appointment.,-0.114,-1.24,1
1791,AAPL,Institutional investors surge buying in AAPL after bullish earnings call.,0.6457,2.88,1
1792,ETH,ETH reports record quarterly revenue exceeding Wall Street expectations.,0.5841,0.74,1
1793,GOOGL,GOOGL announces routine board member appointment.,0.0699,1.77,1
1794,NVDA,"NVDA launches groundbreaking AI product line, driving analyst upgrades.",0.5461,2.56,1
1795,AAPL,Analysts raise price target for AAPL following strong demand metrics.,0.8306,3.05,1
1796,META,Analysts raise price target for META following strong demand metrics.,0.9383,2.55,1
1797,MSFT,"Federal Reserve signals rate cut interest, sparking market rally in MSFT.",0.8201,3.58,1
1798,META,Analysts raise price target for META following strong demand metrics.,0.7989,4.01,1
1799,GOOGL,Strong subscriber growth drives GOOGL shares to new 52-week high.,0.5058,1.72,1
1800,TSLA,"TSLA secures major enterprise partnership, expanding market dominance.",0.3664,1.64,1
1801,AAPL,Inflation fears and macro headwinds pressure AAPL valuations lower.,-0.3563,-2.11,0
1802,GOOGL,GOOGL schedules upcoming annual shareholder meeting for next month.,-0.1271,-0.27,1
1803,BTC,BTC reports record quarterly revenue exceeding Wall Street expectations.,0.5469,0.7,1
1804,GOOGL,Decreased consumer demand hits GOOGL quarterly profit margins.,-0.7214,-4.79,0
1805,GOOGL,GOOGL shares plummet following unexpected CEO departure and audit concerns.,-0.6745,-2.03,0
1806,GOOGL,"Regulatory scrutiny intensifies for GOOGL, causing stock slump.",-0.5397,-2.04,0
1807,ETH,"ETH reports cybersecurity breach, prompting investor selloff.",-0.6646,-3.24,0
1808,TSLA,TSLA schedules upcoming annual shareholder meeting for next month.,0.1284,0.2,1
1809,META,META announces strategic acquisition to boost AI infrastructure.,0.6574,3.13,1
1810,AMZN,Inflation fears and macro headwinds pressure AMZN valuations lower.,-0.3859,-0.27,0
1811,BTC,Institutional investors surge buying in BTC after bullish earnings call.,0.5741,1.64,1
1812,AMZN,"AMZN launches groundbreaking AI product line, driving analyst upgrades.",0.6727,2.12,1
1813,MSFT,MSFT announces strategic acquisition to boost AI infrastructure.,0.5228,1.46,1
1814,AMZN,"AMZN secures major enterprise partnership, expanding market dominance.",0.661,2.36,1
1815,TSLA,Decreased consumer demand hits TSLA quarterly profit margins.,-0.7594,-1.94,0
1816,META,Market analysts maintain neutral rating on META ahead of earnings.,-0.0361,-0.52,0
1817,NVDA,Strong subscriber growth drives NVDA shares to new 52-week high.,0.6688,1.75,1
1818,TSLA,TSLA shares plummet following unexpected CEO departure and audit concerns.,-0.5552,-0.49,0
1819,GOOGL,GOOGL trades sideways amidst broader market consolidation.,-0.0206,-0.22,0
1820,TSLA,"TSLA launches groundbreaking AI product line, driving analyst upgrades.",0.6585,2.55,1
1821,MSFT,Market analysts maintain neutral rating on MSFT ahead of earnings.,0.0178,0.86,1
1822,AMZN,Analysts raise price target for AMZN following strong demand metrics.,0.5575,2.82,1
1823,GOOGL,"GOOGL faces supply chain bottlenecks, lowering annual guidance.",-0.3819,-0.26,0
1824,NVDA,NVDA announces routine board member appointment.,0.0479,-0.21,1
1825,AAPL,AAPL reports record quarterly revenue exceeding Wall Street expectations.,0.4587,0.57,1
1826,AMZN,Decreased consumer demand hits AMZN quarterly profit margins.,-0.4842,-1.24,0
1827,TSLA,"Federal Reserve signals rate cut interest, sparking market rally in TSLA.",0.6154,2.68,1
1828,META,META misses Q3 earnings estimates amid rising operational costs.,-0.553,-1.24,0
1829,AMZN,"AMZN launches groundbreaking AI product line, driving analyst upgrades.",0.4903,2.11,1
1830,ETH,Strong subscriber growth drives ETH shares to new 52-week high.,0.4782,1.39,1
1831,AAPL,Analysts raise price target for AAPL following strong demand metrics.,0.3672,1.14,1
1832,AMZN,AMZN holds steady as investors await upcoming inflation report.,-0.1314,-0.44,1
1833,BTC,BTC announces routine board member appointment.,-0.0222,-0.55,1
1834,BTC,"Federal Reserve signals rate cut interest, sparking market rally in BTC.",0.9082,3.7,1
1835,AMZN,AMZN shares plummet following unexpected CEO departure and audit concerns.,-0.5741,-2.82,0
1836,META,"META secures major enterprise partnership, expanding market dominance.",0.8055,2.04,1
1837,NVDA,"NVDA reports cybersecurity breach, prompting investor selloff.",-0.632,-2.01,0
1838,MSFT,Analyst downgrade for MSFT citing margin compression and slow growth.,-0.6216,-3.12,0
1839,ETH,"ETH secures major enterprise partnership, expanding market dominance.",0.5946,2.02,1
1840,GOOGL,Institutional investors surge buying in GOOGL after bullish earnings call.,0.5525,1.86,1
1841,TSLA,Strong subscriber growth drives TSLA shares to new 52-week high.,0.9356,2.24,1
1842,AMZN,Analysts raise price target for AMZN following strong demand metrics.,0.5968,1.1,1
1843,GOOGL,GOOGL schedules upcoming annual shareholder meeting for next month.,-0.1077,-0.0,1
1844,GOOGL,GOOGL shares plummet following unexpected CEO departure and audit concerns.,-0.3561,0.42,0
1845,ETH,ETH announces strategic acquisition to boost AI infrastructure.,0.4204,1.1,1
1846,NVDA,NVDA shares plummet following unexpected CEO departure and audit concerns.,-0.5673,-2.81,0
1847,MSFT,"MSFT faces supply chain bottlenecks, lowering annual guidance.",-0.7033,-3.93,0
1848,AAPL,Inflation fears and macro headwinds pressure AAPL valuations lower.,-0.8291,-3.53,0
1849,MSFT,"Federal Reserve signals rate cut interest, sparking market rally in MSFT.",0.844,4.13,1
1850,TSLA,TSLA reports record quarterly revenue exceeding Wall Street expectations.,0.8839,3.33,1
1851,AAPL,AAPL shares plummet following unexpected CEO departure and audit concerns.,-0.4908,-1.25,0
1852,NVDA,"Federal Reserve signals rate cut interest, sparking market rally in NVDA.",0.406,1.1,1
1853,NVDA,"NVDA launches groundbreaking AI product line, driving analyst upgrades.",0.8837,2.29,1
1854,BTC,"Federal Reserve signals rate cut interest, sparking market rally in BTC.",0.7982,2.52,1
1855,MSFT,MSFT shares plummet following unexpected CEO departure and audit concerns.,-0.5864,-2.73,0
1856,ETH,ETH schedules upcoming annual shareholder meeting for next month.,-0.0104,0.96,0
1857,ETH,"ETH secures major enterprise partnership, expanding market dominance.",0.6396,2.79,1
1858,AMZN,Analysts raise price target for AMZN following strong demand metrics.,0.73,3.44,1
1859,ETH,ETH trades sideways amidst broader market consolidation.,0.0918,0.89,1
1860,MSFT,Decreased consumer demand hits MSFT quarterly profit margins.,-0.4699,-3.33,0
1861,GOOGL,"GOOGL secures major enterprise partnership, expanding market dominance.",0.9449,4.01,1
1862,AMZN,Inflation fears and macro headwinds pressure AMZN valuations lower.,-0.5442,-1.34,0
1863,AMZN,Decreased consumer demand hits AMZN quarterly profit margins.,-0.7725,-2.18,0
1864,BTC,BTC announces strategic acquisition to boost AI infrastructure.,0.3597,0.35,1
1865,GOOGL,GOOGL misses Q3 earnings estimates amid rising operational costs.,-0.551,-3.5,0
1866,AAPL,"AAPL reports cybersecurity breach, prompting investor selloff.",-0.6506,-1.71,0
1867,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.7369,1.77,1
1868,AAPL,Analysts raise price target for AAPL following strong demand metrics.,0.564,1.12,1
1869,NVDA,Strong subscriber growth drives NVDA shares to new 52-week high.,0.6742,2.85,1
1870,GOOGL,"GOOGL reports cybersecurity breach, prompting investor selloff.",-0.722,-0.31,0
1871,MSFT,MSFT reports record quarterly revenue exceeding Wall Street expectations.,0.5839,1.14,1
1872,META,Market analysts maintain neutral rating on META ahead of earnings.,0.0096,-0.02,1
1873,NVDA,Market analysts maintain neutral rating on NVDA ahead of earnings.,0.0937,-0.33,0
1874,AMZN,AMZN shares plummet following unexpected CEO departure and audit concerns.,-0.5332,-3.17,0
1875,AAPL,"AAPL faces supply chain bottlenecks, lowering annual guidance.",-0.55,-1.77,0
1876,AMZN,Analyst downgrade for AMZN citing margin compression and slow growth.,-0.6944,-3.22,0
1877,NVDA,NVDA shares plummet following unexpected CEO departure and audit concerns.,-0.4818,-0.79,0
1878,AMZN,AMZN shares plummet following unexpected CEO departure and audit concerns.,-0.44,-0.96,0
1879,NVDA,"Federal Reserve signals rate cut interest, sparking market rally in NVDA.",0.9281,3.21,1
1880,ETH,Analysts raise price target for ETH following strong demand metrics.,0.8495,2.19,1
1881,NVDA,"NVDA reports cybersecurity breach, prompting investor selloff.",-0.91,-3.24,0
1882,GOOGL,"GOOGL faces supply chain bottlenecks, lowering annual guidance.",-0.5364,-2.01,0
1883,AMZN,"AMZN launches groundbreaking AI product line, driving analyst upgrades.",0.4424,1.58,1
1884,AMZN,Inflation fears and macro headwinds pressure AMZN valuations lower.,-0.9052,-2.84,0
1885,META,META misses Q3 earnings estimates amid rising operational costs.,-0.5297,-2.41,0
1886,NVDA,NVDA trades sideways amidst broader market consolidation.,-0.0553,0.74,0
1887,ETH,Decreased consumer demand hits ETH quarterly profit margins.,-0.7512,-3.4,0
1888,AAPL,"Regulatory scrutiny intensifies for AAPL, causing stock slump.",-0.7026,-1.16,0
1889,GOOGL,GOOGL shares plummet following unexpected CEO departure and audit concerns.,-0.8777,-2.73,0
1890,ETH,Analysts raise price target for ETH following strong demand metrics.,0.396,1.45,1
1891,NVDA,NVDA misses Q3 earnings estimates amid rising operational costs.,-0.8862,-3.21,0
1892,ETH,"ETH launches groundbreaking AI product line, driving analyst upgrades.",0.7184,3.36,1
1893,MSFT,"MSFT secures major enterprise partnership, expanding market dominance.",0.5882,0.24,1
1894,META,"Regulatory scrutiny intensifies for META, causing stock slump.",-0.8314,-3.86,0
1895,ETH,ETH shares plummet following unexpected CEO departure and audit concerns.,-0.8833,-3.41,0
1896,MSFT,Analyst downgrade for MSFT citing margin compression and slow growth.,-0.5094,-1.2,0
1897,GOOGL,GOOGL reports record quarterly revenue exceeding Wall Street expectations.,0.3752,0.7,1
1898,BTC,Analysts raise price target for BTC following strong demand metrics.,0.5273,1.64,1
1899,AMZN,Analysts raise price target for AMZN following strong demand metrics.,0.7057,2.25,1
1900,NVDA,Analysts raise price target for NVDA following strong demand metrics.,0.5729,1.77,1
1901,MSFT,"Federal Reserve signals rate cut interest, sparking market rally in MSFT.",0.5415,2.12,1
1902,GOOGL,Analyst downgrade for GOOGL citing margin compression and slow growth.,-0.4005,-4.07,0
1903,AMZN,AMZN shares plummet following unexpected CEO departure and audit concerns.,-0.8329,-3.85,0
1904,META,Strong subscriber growth drives META shares to new 52-week high.,0.7832,3.68,1
1905,BTC,"BTC faces supply chain bottlenecks, lowering annual guidance.",-0.6402,-1.7,0
1906,ETH,ETH holds steady as investors await upcoming inflation report.,0.0929,0.43,1
1907,META,META trades sideways amidst broader market consolidation.,-0.1461,-2.06,0
1908,TSLA,TSLA shares plummet following unexpected CEO departure and audit concerns.,-0.8801,-2.38,0
1909,TSLA,"TSLA faces supply chain bottlenecks, lowering annual guidance.",-0.6744,-2.07,0
1910,AMZN,"AMZN secures major enterprise partnership, expanding market dominance.",0.5619,2.15,1
1911,BTC,Analyst downgrade for BTC citing margin compression and slow growth.,-0.3888,-3.31,0
1912,MSFT,"Federal Reserve signals rate cut interest, sparking market rally in MSFT.",0.8698,1.84,1
1913,META,Analyst downgrade for META citing margin compression and slow growth.,-0.9414,-3.62,0
1914,GOOGL,GOOGL announces strategic acquisition to boost AI infrastructure.,0.8226,2.86,1
1915,MSFT,"Regulatory scrutiny intensifies for MSFT, causing stock slump.",-0.6242,-1.04,0
1916,NVDA,"NVDA secures major enterprise partnership, expanding market dominance.",0.4965,0.58,1
1917,NVDA,NVDA announces strategic acquisition to boost AI infrastructure.,0.8629,2.36,1
1918,AMZN,Analysts raise price target for AMZN following strong demand metrics.,0.3927,0.88,1
1919,META,"META faces supply chain bottlenecks, lowering annual guidance.",-0.4232,-1.04,0
1920,ETH,ETH holds steady as investors await upcoming inflation report.,-0.0944,-0.28,1
1921,MSFT,"Regulatory scrutiny intensifies for MSFT, causing stock slump.",-0.3824,-1.73,0
1922,ETH,ETH schedules upcoming annual shareholder meeting for next month.,-0.1119,0.27,0
1923,ETH,ETH announces strategic acquisition to boost AI infrastructure.,0.9437,3.56,1
1924,TSLA,Market analysts maintain neutral rating on TSLA ahead of earnings.,0.0164,0.16,0
1925,ETH,"Federal Reserve signals rate cut interest, sparking market rally in ETH.",0.5965,-0.03,1
1926,AMZN,Analyst downgrade for AMZN citing margin compression and slow growth.,-0.8438,-3.21,0
1927,TSLA,"TSLA launches groundbreaking AI product line, driving analyst upgrades.",0.7096,1.75,1
1928,MSFT,Strong subscriber growth drives MSFT shares to new 52-week high.,0.7205,3.43,1
1929,TSLA,"TSLA reports cybersecurity breach, prompting investor selloff.",-0.8826,-2.2,0
1930,TSLA,"TSLA reports cybersecurity breach, prompting investor selloff.",-0.4805,-2.21,0
1931,NVDA,"NVDA launches groundbreaking AI product line, driving analyst upgrades.",0.8746,2.66,1
1932,ETH,"ETH faces supply chain bottlenecks, lowering annual guidance.",-0.3631,-0.79,0
1933,META,Analysts raise price target for META following strong demand metrics.,0.5505,1.48,1
1934,AAPL,"AAPL faces supply chain bottlenecks, lowering annual guidance.",-0.9092,-1.9,0
1935,AAPL,Market analysts maintain neutral rating on AAPL ahead of earnings.,-0.108,-2.15,0
1936,META,Decreased consumer demand hits META quarterly profit margins.,-0.8689,-2.16,0
1937,NVDA,Strong subscriber growth drives NVDA shares to new 52-week high.,0.3566,1.66,1
